967.7999999999997,837.7 886.3,837.7385610960188
904.7999999999997,837.7 846.6000000000001,838.008191196944
841.7999999999997,837.7 801.5,838.5459272709804
778.8,837.7 747.5,839.3980162881041
715.8,837.7 691.9000000000001,840.3653244735171
652.8,837.7 628.9000000000001,841.3699877884768
589.8,837.7 565.9000000000001,842.0519855141068
526.8,837.7 502.9,842.1768589313125
463.8,837.7 443.00000000000006,841.5657320525486
400.8,837.7 389.30000000000007,840.2460758350994
337.8,837.7 337.40000000000003,838.1375713080417
967.7999999999997,764.7 886.3,764.7369863347999
904.7999999999997,764.7 846.5999999999999,764.9599606201947
841.7999999999997,764.7 801.5,765.397459109541
778.8,764.7 747.5,766.0863510281163
715.8,764.7 691.9000000000001,766.8656695850801
652.8,764.7 628.9,767.6729145183972
589.8,764.7 565.9,768.2188324171585
526.8,764.7 502.9,768.3154104603248
463.8,764.7 443.00000000000006,767.8194279074165
400.8,764.7 389.30000000000007,766.75352371388
337.8,764.7 337.40000000000003,765.0528014114388
967.7999999999997,691.7 886.3,691.7268167493056
904.7999999999997,691.7 846.5999999999999,691.8701785397783
841.7999999999997,691.7 801.5,692.1470757687836
778.8,691.7 747.5,692.5802451869541
715.8,691.7 691.9000000000001,693.0683967649128
652.8,691.7 628.9000000000001,693.5725000032655
589.8,691.7 565.9000000000001,693.911977250994
526.8,691.7 502.9,693.969765346109
463.8,691.7 443,693.6568140404603
400.8,691.7 389.30000000000007,692.9875765011278
337.8,691.7 337.4,691.921151079403
967.7999999999997,618.7 886.3,618.701587294453
904.7999999999997,618.7 846.6000000000001,618.7482774065721
841.7999999999997,618.7 801.5,618.8484900889904
778.8,618.7 747.5,619.0115338902141
715.8,618.7 691.9,619.1992980417563
652.8,618.7 628.9,619.3965668624644
589.8,618.7 565.9,619.5328101142635
526.8,618.7 502.9,619.5616428291484
463.8,618.7 443,619.4471465137717
400.8,618.7 389.3,619.1936277456308
337.8,618.7 337.4,618.7850601069478
967.7999999999997,545.7 886.3,545.7
904.7999999999997,545.7 846.5999999999999,545.7
841.7999999999997,545.7 801.5,545.7
778.8,545.7 747.5,545.7
715.8,545.7 691.9,545.7
652.8,545.7 628.9,545.7
589.8,545.7 565.9,545.7
526.8,545.7 502.9,545.7
463.8,545.7 443,545.7
400.8,545.7 389.3,545.7
337.8,545.7 337.4,545.7
967.7999999999997,472.7 886.3,472.7023545411834
904.7999999999997,472.7 846.6000000000001,472.67076670892317
841.7999999999997,472.7 801.5,472.59815344912636
778.8,472.7 747.5,472.47730329321485
715.8,472.7 691.9,472.3364617722724
652.8,472.7 628.9,472.1871324740134
589.8,472.7 565.9,472.0826614262672
526.8,472.7 502.9,472.0583896193647
463.8,472.7 443,472.14191596222594
400.8,472.7 389.3,472.3304901871211
337.8,472.7 337.4,472.63622069705514
967.7999999999997,399.7 886.3,399.709428049102
904.7999999999997,399.7 846.5999999999999,399.62371381194754
841.7999999999997,399.7 801.5,399.42239575735164
778.8,399.7 747.5,399.0850902512725
715.8,399.7 691.9,398.690647868409
652.8,399.7 628.9,398.27139928613406
589.8,399.7 565.9,397.9771312752476
526.8,399.7 502.9,397.9072409195268
463.8,399.7 443,398.13944216139527
400.8,399.7 389.3,398.6662644342564
337.8,399.7 337.4,399.5215161929821
967.7999999999997,326.7 886.3,326.6342483639898
904.7999999999997,326.7 846.6,326.26947208240983
841.7999999999997,326.7 801.5,325.551727796909
778.8,326.7 747.5,324.4017628874939
715.8,326.7 691.8999999999999,323.0623040434711
652.8,326.7 628.9,322.0355961350612
589.8,326.7 565.9,321.80979499229176
526.8,326.7 502.9,322.3015307176568
463.8,326.7 443,323.35818338189836
400.8,326.7 389.3,324.73338892906673
337.8,326.7 337.4,326.396135518522
967.7999999999997,253.7 886.3,253.67947860611528
904.7999999999997,253.7 846.6,253.27207272323773
841.7999999999997,253.7 801.5,252.40136984159108
778.8,253.7 747.5,250.97900602074947
715.8,253.7 691.8999999999999,249.33018182937167
652.8,253.7 628.9,248.0639940613128
589.8,253.7 565.9,247.7825550229142
526.8,253.7 502.9,248.37865689638946
463.8,253.7 443,249.66111830608628
400.8,253.7 389.3,251.32644644262243
337.8,253.7 337.4,253.33386948446696
