882.5,908 852.4697292715788,897.9255409981689
777.5000000000001,908 757.3314346775079,898.2156609347251
672.4999999999999,908 662.5505234001806,898.5720905404437
567.5,908 564.3340941369205,898.9666195904431
462.50000000000006,908 466.04765424258994,899.3399109217748
357.5,908 367.9397900436991,899.6434582957413
252.5,908 271.8709052621065,899.8280941202501
147.5,908 175.3487674132969,899.8561064856592
882.5,797 848.9255890232292,794.9728116112813
777.5000000000001,797 756.2792702623046,795.8640531708284
672.4999999999999,797 662.7197742955824,797.4079926860611
567.5,797 563.8166711259821,798.7113047700929
462.50000000000006,797 466.08875795830005,798.7260501073984
357.5,797 368.2952882467863,797.7592600406325
252.5,797 273.8379350530315,796.6478766292081
147.5,797 178.81698476626053,796.0711905685376
882.5,686 844.0861773772285,692.4076325293026
777.5000000000001,686 754.4234262698803,690.9372881077278
672.4999999999999,686 662.8818988510836,691.6396542991987
567.5,686 563.4685799549211,695.9007092928537
462.50000000000006,686 466.2418912765884,695.6616346549054
357.5,686 368.4280514349613,691.3911749396243
252.5,686 274.72691462484926,691.061129662421
147.5,686 180.40965751664496,692.6818089340616
882.5,575 842.0425021095301,588.7721968430225
777.5000000000001,575 752.4695585884947,586.8434381677364
672.4999999999999,575 663.0528915762882,587.910429231368
567.5,575 563.315721286629,593.6647741580546
462.50000000000006,575 466.49270828902274,593.3533126150237
357.5,575 368.3889109492341,587.6511195886084
252.5,575 274.73341567746,586.9063496874182
147.5,575 180.52757709694515,588.8608342439466
882.5,464 841.1772943983087,484.9744254900068
777.5000000000001,464 751.0946079772415,485.64405186931367
672.4999999999999,464 663.2499104405201,489.6907059331528
567.5,464 563.3582056832879,496.52000163500196
462.50000000000006,464 466.8109945967599,496.13964404622584
357.5,464 368.25773320158254,489.4528851360019
252.5,464 274.14112091767157,485.6157347916666
147.5,464 179.54961072572857,484.9704145644289
882.5,353 839.763904317798,381.203085449051
777.5000000000001,353 751.3829828055301,385.80553676565563
672.4999999999999,353 663.4991370565976,393.1229691885702
567.5,353 563.5914184366983,399.6482778258407
462.50000000000006,353 467.19495321775753,399.2745539251068
357.5,353 368.093856499618,392.8621429335127
252.5,353 273.1943461853836,385.4260454410835
147.5,353 177.86564584077047,381.0686968341885
882.5,242 841.3317904539791,269.69797750464045
777.5000000000001,242 753.6549025231798,277.25103128036886
672.4999999999999,242 663.8610712391876,287.26939958487947
567.5,242 564.0643287087697,295.5211071931812
462.50000000000006,242 467.6694280073107,295.2881396660288
357.5,242 367.9370516436809,287.0118884743615
252.5,242 272.0088549676674,276.4292069785578
147.5,242 175.69622913809474,268.42857144575214
882.5,131 847.3433034195705,137.45859132501306
777.5000000000001,131 757.0929390939821,157.07610334616476
672.4999999999999,131 664.3693236238026,176.42492408953876
567.5,131 564.8104669420234,187.3489552360375
462.50000000000006,131 468.2187366457922,186.94652134650914
357.5,131 367.8716763768018,173.37222508086012
252.5,131 270.8099234887388,152.90925920275606
147.5,131 173.29028223373908,132.29792018706746
882.5,20 851.3558765141169,14.157553820334584
777.5000000000001,20 759.7725121521407,42.88588622984525
672.4999999999999,20 665.0221203382737,68.41717797581639
567.5,20 565.8116980030862,80.69576433868029
462.50000000000006,20 468.79434234918136,81.34685251376482
357.5,20 367.9794164933683,67.80777919822503
252.5,20 270.1733447823667,38.71917367587135
147.5,20 171.9939659789298,6.550506363865823
