551.1,754.4 501.5,750.7412184645044
511.2,754.4 486.5,751.6989956866983
471.3,754.4 465.7,752.9514482557153
431.4,754.4 436.1,754.5488531045911
391.6,754.4 397.5,756.2291067807084
351.80000000000007,754.4 353.9,757.4624850317674
311.9,754.4 310.30000000000007,757.8823475833182
272,754.4 266.70000000000005,757.4164302281645
232.10000000000002,754.4 225.30000000000007,756.1262702993619
192.19999999999993,754.4 188.10000000000002,754.2657077961943
152.39999999999992,754.4 152.2,751.8589913590919
551.1,703.8 501.5,703.878464685089
511.2,703.8 486.5,704.1606427143955
471.3,703.8 465.7,704.5525116702569
431.4,703.8 436.1,705.094199840421
391.6,703.8 397.5,705.7224391440685
351.80000000000007,703.8 353.9,706.2259495224961
311.9,703.8 310.3,706.38883316004
272,703.8 266.7,706.1095060683666
232.10000000000002,703.8 225.3,705.3875757694165
192.19999999999993,703.8 188.10000000000002,704.3590442219755
152.39999999999992,703.8 152.2,703.0475854857898
551.1,653.3 501.5,653.451416297436
511.2,653.3 486.5,653.9682006852444
471.3,653.3 465.7,654.6185890904501
431.4,653.3 436.1,655.3977790559378
391.6,653.3 397.5,656.1254280513537
351.80000000000007,653.3 353.9,656.5185023250114
311.9,653.3 310.3,656.4514802845039
272,653.3 266.70000000000005,655.9722891011137
232.10000000000002,653.3 225.3,655.2189152446058
192.19999999999993,653.3 188.10000000000008,654.3708451669261
152.39999999999992,653.3 152.2,653.4582247581656
551.1,602.7 501.5,602.8082894047212
511.2,602.7 486.5,603.1897706389911
471.3,602.7 465.7,603.7008884023572
431.4,602.7 436.1,604.3767532826026
391.6,602.7 397.5,605.1239488623723
351.80000000000007,602.7 353.9,605.7040806230063
311.9,602.7 310.30000000000007,605.9119183734126
272,602.7 266.7,605.6787589717343
232.10000000000002,602.7 225.3,605.0271676282316
192.19999999999993,602.7 188.10000000000008,604.0977877007649
152.39999999999992,602.7 152.20000000000005,602.9210787822882
551.1,552.2 501.5,552.2409268522218
511.2,552.2 486.5,552.3911376513246
471.3,552.2 465.7,552.6074907209878
431.4,552.2 436.1,552.9219506021718
391.6,552.2 397.5,553.3143196634413
351.80000000000007,552.2 353.9,553.6718873219652
311.9,552.2 310.3,553.8593702598482
272,552.2 266.70000000000005,553.8066736803453
232.10000000000002,552.2 225.3,553.4974702069818
192.19999999999993,552.2 188.10000000000002,552.9986632807512
152.39999999999992,552.2 152.2,552.3288701836781
551.1,501.6 501.5,501.6027223058746
511.2,501.6 486.5,501.60647249871647
471.3,501.6 465.7,501.59678507000984
431.4,501.6 436.1,501.55591302825485
391.6,501.6 397.5,501.4652157670768
351.80000000000007,501.6 353.9,501.3384294145412
311.9,501.6 310.30000000000007,501.2272312328156
272,501.6 266.70000000000005,501.1771462248824
232.10000000000002,501.6 225.3,501.2195951848371
192.19999999999993,501.6 188.10000000000002,501.3479673677748
152.39999999999992,501.6 152.2,501.55698784495917
551.1,451.1 501.5,450.97477934470766
511.2,451.1 486.5,450.54912657827737
471.3,451.1 465.7,450.0177225845165
431.4,451.1 436.1,449.38895718923703
391.6,451.1 397.5,448.8132173240796
351.80000000000007,451.1 353.9,448.5137078030565
311.9,451.1 310.30000000000007,448.5789125159575
272,451.1 266.70000000000005,448.9650932305153
232.10000000000002,451.1 225.3,449.56488514390134
192.19999999999993,451.1 188.10000000000008,450.24094631014276
152.39999999999992,451.1 152.2,450.9726219222873
551.1,400.6 501.5,400.4551862938784
511.2,400.6 486.5,399.97090812602124
471.3,400.6 465.7,399.40441636226
431.4,400.6 436.1,398.8236362795919
391.6,400.6 397.5,398.09938376978914
351.80000000000007,400.6 353.9,397.3857101834025
311.9,400.6 310.3,397.2322444802041
272,400.6 266.70000000000005,397.57682303861833
232.10000000000002,400.6 225.30000000000004,398.30821750926464
192.19999999999993,400.6 188.1,399.2563015167064
152.39999999999992,400.6 152.20000000000002,400.3944387007707
551.1,350 501.5,353.8239912509293
511.2,350 486.5,353.2258208131474
471.3,350 465.70000000000005,352.50482244003473
431.4,350 436.1,351.7609965387672
391.6,350 397.5,350.9753816793136
351.80000000000007,350 353.9,350.0864882377569
311.9,350 310.3,349.88446720508944
272,350 266.70000000000005,350.2953330621908
232.10000000000002,350 225.30000000000004,351.185163756909
192.19999999999993,350 188.1,352.3463978539447
152.39999999999992,350 152.20000000000002,353.7465533980349
