893.5,776.5 834,776.6958280728309
831.5999999999999,776.5 781.3,777.7590049810934
769.7,776.5 730.2,778.7606384146862
707.8999999999999,776.5 677.1,779.7060653405487
646,776.5 622.5999999999999,780.5064935915657
584.2,776.5 560.7,781.1171852204593
522.3,776.5 498.80000000000007,781.3105340111113
460.5,776.5 437.00000000000006,780.9833259898587
398.6,776.5 378.20000000000005,780.0940773012992
336.7,776.5 325.40000000000003,778.7393070071495
274.9,776.5 274.50000000000006,776.870295976181
893.5,715.3 833.9999999999999,715.6191810220079
831.5999999999999,715.3 781.3,717.1852053947651
769.7,715.3 730.2,718.4435121729697
707.8999999999999,715.3 677.1000000000001,719.4544907755871
646,715.3 622.6000000000001,720.1529176570864
584.2,715.3 560.7,720.5016817284362
522.3,715.3 498.80000000000007,720.3548694448301
460.5,715.3 437,719.701273342471
398.6,715.3 378.20000000000005,718.609070432758
336.7,715.3 325.40000000000003,717.2463368630126
274.9,715.3 274.5,715.6043919227928
893.5,654 834,654.2203055606052
831.5999999999999,654 781.3,655.2743636927373
769.7,654 730.2,656.0861669495962
707.8999999999999,654 677.1000000000001,656.7105980129254
646,654 622.6,657.1193973269603
584.2,654 560.7,657.2987213383543
522.3,654 498.80000000000007,657.1751149656527
460.5,654 437,656.7496450998435
398.6,654 378.20000000000005,656.0647144876558
336.7,654 325.4,655.216950160711
274.9,654 274.5,654.1912304058731
893.5,592.8 833.9999999999999,592.7965251151168
831.5999999999999,592.8 781.2999999999998,592.8274078450729
769.7,592.8 730.2,592.9203101376088
707.8999999999999,592.8 677.1,593.0582196474217
646,592.8 622.6000000000001,593.2175602391189
584.2,592.8 560.7,593.3862122289468
522.3,592.8 498.80000000000007,593.5035075805804
460.5,592.8 437,593.5296622785213
398.6,592.8 378.2,593.4339515640887
336.7,592.8 325.4,593.2191957343538
274.9,592.8 274.5,592.8727708186816
893.5,531.6 834,531.6
831.5999999999999,531.6 781.2999999999998,531.6
769.7,531.6 730.2,531.6
707.8999999999999,531.6 677.1000000000001,531.6
646,531.6 622.6000000000001,531.6
584.2,531.6 560.7,531.6
522.3,531.6 498.8,531.6
460.5,531.6 437,531.6
398.6,531.6 378.2,531.6
336.7,531.6 325.4,531.6
274.9,531.6 274.5,531.6
893.5,470.3 833.9999999999999,470.087253422993
831.5999999999999,470.3 781.3,469.14871380693563
769.7,470.3 730.1999999999999,468.5411947753881
707.8999999999999,470.3 677.0999999999999,468.18462282108874
646,470.3 622.5999999999999,468.0661535827351
584.2,470.3 560.7,468.1785450445243
522.3,470.3 498.80000000000007,468.4897716325299
460.5,470.3 437,468.9326859165874
398.6,470.3 378.2,469.4164234421156
336.7,470.3 325.4,469.8549898567331
274.9,470.3 274.5,470.2415530500145
893.5,409.1 834,408.874674076383
831.5999999999999,409.1 781.3,407.813302461538
769.7,409.1 730.2,407.02375298062873
707.8999999999999,409.1 677.1,406.4477993216473
646,409.1 622.6,406.1073720185936
584.2,409.1 560.7,406.0141462381619
522.3,409.1 498.8,406.2126185731561
460.5,409.1 437,406.67664699409784
398.6,409.1 378.20000000000005,407.33876329617004
336.7,409.1 325.4,408.0942728334736
274.9,409.1 274.5,408.9470257829392
893.5,347.8 834,347.5502164418081
831.5999999999999,347.8 781.3,346.4321848356518
769.7,347.8 730.2,345.59854370701976
707.8999999999999,347.8 677.1,344.78984907141995
646,347.8 622.6,343.7833189887523
584.2,347.8 560.7,342.980008168934
522.3,347.8 498.8,342.97578791406283
460.5,347.8 437,343.63491597378686
398.6,347.8 378.2,344.7547354643758
336.7,347.8 325.4,346.072591350497
274.9,347.8 274.5,347.5411858870354
893.5,286.6 834,286.37633172625397
831.5999999999999,286.6 781.3,284.7319449434525
769.7,286.6 730.2,282.69531753262794
707.8999999999999,286.6 677.1,280.56736256514256
646,286.6 622.6,278.8770164133151
584.2,286.6 560.7,278.1731037268914
522.3,286.6 498.8,278.7536370154408
460.5,286.6 437,280.2784036760226
398.6,286.6 378.2,282.29541493542763
336.7,286.6 325.4,284.330801348312
274.9,286.6 274.5,286.2873591970714
