859.8,777.2 791,779.3719129931784
788.7,777.2 756.3,780.4606828663091
717.6,777.2 716.5,781.5609814556866
646.4000000000001,777.2 645.3,783.1150060935008
575.2,777.2 574.1,784.1090345673107
504.0999999999999,777.2 503.00000000000006,784.5118718428581
433,777.2 431.90000000000003,784.2974746621899
361.9,777.2 360.80000000000007,783.441617832627
290.70000000000016,777.2 289.6,781.9215227628272
219.5999999999998,777.2 247.60000000000002,780.7071016818037
148.50000000000023,777.2 215,779.5998515151099
859.8,715.9 791,718.8386324912985
788.7,715.9 756.3,720.1289637829003
717.6,715.9 716.5,721.4111123433208
646.4000000000001,715.9 645.3,723.1736937332772
575.2,715.9 574.1,724.2481867636019
504.0999999999999,715.9 502.99999999999994,724.6258095548003
433,715.9 431.9000000000001,724.2988711052037
361.9,715.9 360.79999999999995,723.2566757056782
290.70000000000016,715.9 289.5999999999999,721.484468996499
219.5999999999998,715.9 247.60000000000002,720.0920174647582
148.50000000000023,715.9 214.9999999999999,718.8314518070702
859.8,654.6 791,657.4527621583852
788.7,654.6 756.3,658.7047399853241
717.6,654.6 716.5,659.9421629565325
646.4000000000001,654.6 645.3,661.6259545099983
575.2,654.6 574.1000000000001,662.6291537081178
504.0999999999999,654.6 503,662.9511500946983
433,654.6 431.9,662.5935547717781
361.9,654.6 360.79999999999995,661.5564643421632
290.70000000000016,654.6 289.6,659.8374697978818
219.5999999999998,654.6 247.60000000000002,658.5044937653048
148.50000000000023,654.6 215,657.3068850311901
859.8,593.4 791,594.3905258716327
788.7,593.4 756.3,595.0276179330167
717.6,593.4 716.5,595.6498716088505
646.4000000000001,593.4 645.3,596.4787984054934
575.2,593.4 574.1,596.95072946212
504.0999999999999,593.4 503.00000000000006,597.0745079855611
433,593.4 431.9000000000001,596.8595657163395
361.9,593.4 360.80000000000007,596.314219188593
290.70000000000016,593.4 289.6,595.4451517491111
219.5999999999998,593.4 247.60000000000002,594.7841886980525
148.50000000000023,593.4 215,594.1965811146193
859.8,532.1 791,532.6975237517834
788.7,532.1 756.3,533.1617836670991
717.6,532.1 716.5,533.6110777212917
646.4000000000001,532.1 645.3,534.2005243783186
575.2,532.1 574.1000000000001,534.5259094255304
504.0999999999999,532.1 503,534.5987360465234
433,532.1 431.9,534.4296954946838
361.9,532.1 360.80000000000007,534.0276387662542
290.70000000000016,532.1 289.6,533.3992831219269
219.5999999999998,532.1 247.60000000000002,532.9254757170453
148.50000000000023,532.1 215.0000000000001,532.5059521808761
859.8,470.8 791,470
788.7,470.8 756.3,470
717.6,470.8 716.5,470
646.4000000000001,470.8 645.3,470
575.2,470.8 574.1,470
504.0999999999999,470.8 502.9999999999999,470
433,470.8 431.9,470
361.9,470.8 360.79999999999995,470
290.70000000000016,470.8 289.60000000000014,470
219.5999999999998,470.8 247.60000000000002,470
148.50000000000023,470.8 215.0000000000001,470
859.8,409.6 791,408.8
788.7,409.6 756.3,408.8
717.6,409.6 716.5,408.8
646.4000000000001,409.6 645.3,408.8
575.2,409.6 574.1,408.8
504.0999999999999,409.6 502.9999999999999,408.8
433,409.6 431.9,408.8
361.9,409.6 360.79999999999995,408.8
290.70000000000016,409.6 289.60000000000014,408.8
219.5999999999998,409.6 247.60000000000002,408.8
148.50000000000023,409.6 215.0000000000001,408.8
859.8,348.3 791,345.2059305041593
788.7,348.3 756.3,344.37443719698115
717.6,348.3 716.5,343.5200306976346
646.4000000000001,348.3 645.3,342.27541450681787
575.2,348.3 574.0999999999999,341.4268359401447
504.0999999999999,348.3 502.99999999999994,341.01367786665406
433,348.3 431.9,341.0758531666532
361.9,348.3 360.80000000000007,341.6577314409794
290.70000000000016,348.3 289.6,342.80933132592327
219.5999999999998,348.3 247.60000000000002,343.7766627749161
148.50000000000023,348.3 215,344.68396345016
859.8,287 791,283.67412031869884
788.7,287 756.3,282.8108550134412
717.6,287 716.5,281.9590856812435
646.4000000000001,287 645.3,280.8030482175363
575.2,287 574.0999999999999,280.11726482950235
504.0999999999999,287 502.9999999999999,279.9002883522928
433,287 431.8999999999999,280.1497802117232
361.9,287 360.79999999999984,280.86506175325513
290.70000000000016,287 289.6,282.04780739436404
219.5999999999998,287 247.60000000000002,282.96438812738
148.50000000000023,287 215.0000000000001,283.7878448586002
